Sample	Genus	Gene	Contribution
BB204	p__Nitrobacteraceae;c__Hyphomicrobiales;o__Alphaproteobacteria;f__Proteobacteria;g__Bradyrhizobium;s__NA	EC:6.1.1.14: Glycine--tRNA ligase	35.15073728153185
BB207	p__Nitrobacteraceae;c__Hyphomicrobiales;o__Alphaproteobacteria;f__Proteobacteria;g__Bradyrhizobium;s__NA	EC:6.1.1.14: Glycine--tRNA ligase	95.40442503124196
BB208	p__Nitrobacteraceae;c__Hyphomicrobiales;o__Alphaproteobacteria;f__Proteobacteria;g__Bradyrhizobium;s__NA	EC:6.1.1.14: Glycine--tRNA ligase	51.99320883090704
BB209	p__Nitrobacteraceae;c__Hyphomicrobiales;o__Alphaproteobacteria;f__Proteobacteria;g__Bradyrhizobium;s__NA	EC:6.1.1.14: Glycine--tRNA ligase	54.02646612316399
BB190	p__Proteobacteria;c__Gammaproteobacteria;o__NA;f__NA;g__NA;s__NA	EC:3.5.4.13: dCTP deaminase	36.98511710204846
BB191	p__Proteobacteria;c__Gammaproteobacteria;o__NA;f__NA;g__NA;s__NA	EC:3.5.4.13: dCTP deaminase	77.27619143481506
BB192	p__Proteobacteria;c__Gammaproteobacteria;o__NA;f__NA;g__NA;s__NA	EC:3.5.4.13: dCTP deaminase	75.51512206979606
BB195	p__Proteobacteria;c__Gammaproteobacteria;o__NA;f__NA;g__NA;s__NA	EC:3.5.4.13: dCTP deaminase	12.010550615907322
BB197	p__Proteobacteria;c__Gammaproteobacteria;o__NA;f__NA;g__NA;s__NA	EC:3.5.4.13: dCTP deaminase	19.68098983208132
BB198	p__Proteobacteria;c__Gammaproteobacteria;o__NA;f__NA;g__NA;s__NA	EC:3.5.4.13: dCTP deaminase	49.19888025165122
BB200	p__Proteobacteria;c__Gammaproteobacteria;o__NA;f__NA;g__NA;s__NA	EC:3.5.4.13: dCTP deaminase	46.94661404119928
BB203	p__Proteobacteria;c__Gammaproteobacteria;o__NA;f__NA;g__NA;s__NA	EC:3.5.4.13: dCTP deaminase	36.18836760842398
BB204	p__Proteobacteria;c__Gammaproteobacteria;o__NA;f__NA;g__NA;s__NA	EC:3.5.4.13: dCTP deaminase	120.38370048078627
BB207	p__Proteobacteria;c__Gammaproteobacteria;o__NA;f__NA;g__NA;s__NA	EC:3.5.4.13: dCTP deaminase	38.52531917937736
BB208	p__Proteobacteria;c__Gammaproteobacteria;o__NA;f__NA;g__NA;s__NA	EC:3.5.4.13: dCTP deaminase	33.58132474508594
BB209	p__Proteobacteria;c__Gammaproteobacteria;o__NA;f__NA;g__NA;s__NA	EC:3.5.4.13: dCTP deaminase	61.1998026334442
BB190	p__Actinobacteria;c__Actinomycetia;o__NA;f__NA;g__NA;s__NA	EC:2.8.1.13	48.712289574936136
BB191	p__Actinobacteria;c__Actinomycetia;o__NA;f__NA;g__NA;s__NA	EC:2.8.1.13	33.029833031393096
BB192	p__Actinobacteria;c__Actinomycetia;o__NA;f__NA;g__NA;s__NA	EC:2.8.1.13	80.88277678510539
BB195	p__Actinobacteria;c__Actinomycetia;o__NA;f__NA;g__NA;s__NA	EC:2.8.1.13	79.81570211245808
BB197	p__Actinobacteria;c__Actinomycetia;o__NA;f__NA;g__NA;s__NA	EC:2.8.1.13	66.61730855426298
BB198	p__Actinobacteria;c__Actinomycetia;o__NA;f__NA;g__NA;s__NA	EC:2.8.1.13	30.033274489499025
BB200	p__Actinobacteria;c__Actinomycetia;o__NA;f__NA;g__NA;s__NA	EC:2.8.1.13	25.76460320722458
BB203	p__Actinobacteria;c__Actinomycetia;o__NA;f__NA;g__NA;s__NA	EC:2.8.1.13	52.980568069627786
BB204	p__Actinobacteria;c__Actinomycetia;o__NA;f__NA;g__NA;s__NA	EC:2.8.1.13	43.3559028717405
BB207	p__Actinobacteria;c__Actinomycetia;o__NA;f__NA;g__NA;s__NA	EC:2.8.1.13	29.15832178232021
BB208	p__Actinobacteria;c__Actinomycetia;o__NA;f__NA;g__NA;s__NA	EC:2.8.1.13	77.08802067843429
BB209	p__Actinobacteria;c__Actinomycetia;o__NA;f__NA;g__NA;s__NA	EC:2.8.1.13	39.81795534867615
BB190	p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__NA	EC:2.2.1.7: 1-deoxy-D-xylulose-5-phosphate synthase	61.74387151200056
BB191	p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__NA	EC:2.2.1.7: 1-deoxy-D-xylulose-5-phosphate synthase	28.47183300769545
BB192	p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__NA	EC:2.2.1.7: 1-deoxy-D-xylulose-5-phosphate synthase	52.749720675252256
BB195	p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__NA	EC:2.2.1.7: 1-deoxy-D-xylulose-5-phosphate synthase	67.75141714156275
BB197	p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__NA	EC:2.2.1.7: 1-deoxy-D-xylulose-5-phosphate synthase	60.13289435967324
BB198	p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__NA	EC:2.2.1.7: 1-deoxy-D-xylulose-5-phosphate synthase	42.35035914178757
BB200	p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__NA	EC:2.2.1.7: 1-deoxy-D-xylulose-5-phosphate synthase	54.45364633880006
BB203	p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__NA	EC:2.2.1.7: 1-deoxy-D-xylulose-5-phosphate synthase	64.34470909988329
BB204	p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__NA	EC:2.2.1.7: 1-deoxy-D-xylulose-5-phosphate synthase	24.70760762959881
BB207	p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__NA	EC:2.2.1.7: 1-deoxy-D-xylulose-5-phosphate synthase	85.80740047121587
BB208	p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__NA	EC:2.2.1.7: 1-deoxy-D-xylulose-5-phosphate synthase	21.81043428034316
BB209	p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__NA	EC:2.2.1.7: 1-deoxy-D-xylulose-5-phosphate synthase	42.875381680038885
BB190	p__Proteobacteria;c__NA;o__NA;f__NA;g__NA;s__NA	EC:7.1.3.1	64.52779869283967
BB191	p__Proteobacteria;c__NA;o__NA;f__NA;g__NA;s__NA	EC:7.1.3.1	86.74612562948941
BB192	p__Proteobacteria;c__NA;o__NA;f__NA;g__NA;s__NA	EC:7.1.3.1	46.96828000723014
BB195	p__Proteobacteria;c__NA;o__NA;f__NA;g__NA;s__NA	EC:7.1.3.1	67.23400823612714
BB197	p__Proteobacteria;c__NA;o__NA;f__NA;g__NA;s__NA	EC:7.1.3.1	45.44887492654343
BB198	p__Proteobacteria;c__NA;o__NA;f__NA;g__NA;s__NA	EC:7.1.3.1	16.039307499594464
BB200	p__Proteobacteria;c__NA;o__NA;f__NA;g__NA;s__NA	EC:7.1.3.1	57.52926162324649
BB203	p__Proteobacteria;c__NA;o__NA;f__NA;g__NA;s__NA	EC:7.1.3.1	56.65004664440737
BB204	p__Proteobacteria;c__NA;o__NA;f__NA;g__NA;s__NA	EC:7.1.3.1	61.050032041321145
BB207	p__Proteobacteria;c__NA;o__NA;f__NA;g__NA;s__NA	EC:7.1.3.1	23.38624106306173
BB208	p__Proteobacteria;c__NA;o__NA;f__NA;g__NA;s__NA	EC:7.1.3.1	27.439299608064616
BB209	p__Proteobacteria;c__NA;o__NA;f__NA;g__NA;s__NA	EC:7.1.3.1	52.822334943864064
BB190	p__Proteobacteria;c__Alphaproteobacteria;o__NA;f__NA;g__NA;s__NA	EC:2.7.7.4: Sulfate adenylyltransferase	40.50414964637124
BB191	p__Proteobacteria;c__Alphaproteobacteria;o__NA;f__NA;g__NA;s__NA	EC:2.7.7.4: Sulfate adenylyltransferase	99.61252486909326
BB192	p__Proteobacteria;c__Alphaproteobacteria;o__NA;f__NA;g__NA;s__NA	EC:2.7.7.4: Sulfate adenylyltransferase	49.806251903617344
BB195	p__Proteobacteria;c__Alphaproteobacteria;o__NA;f__NA;g__NA;s__NA	EC:2.7.7.4: Sulfate adenylyltransferase	58.64043713728703
BB197	p__Proteobacteria;c__Alphaproteobacteria;o__NA;f__NA;g__NA;s__NA	EC:2.7.7.4: Sulfate adenylyltransferase	34.573268170537695
BB198	p__Proteobacteria;c__Alphaproteobacteria;o__NA;f__NA;g__NA;s__NA	EC:2.7.7.4: Sulfate adenylyltransferase	39.32234854973986
BB200	p__Proteobacteria;c__Alphaproteobacteria;o__NA;f__NA;g__NA;s__NA	EC:2.7.7.4: Sulfate adenylyltransferase	97.26862250609489
BB203	p__Proteobacteria;c__Alphaproteobacteria;o__NA;f__NA;g__NA;s__NA	EC:2.7.7.4: Sulfate adenylyltransferase	40.938379161162096
BB204	p__Proteobacteria;c__Alphaproteobacteria;o__NA;f__NA;g__NA;s__NA	EC:2.7.7.4: Sulfate adenylyltransferase	39.81849725128548
BB207	p__Proteobacteria;c__Alphaproteobacteria;o__NA;f__NA;g__NA;s__NA	EC:2.7.7.4: Sulfate adenylyltransferase	37.66796428606423
BB208	p__Proteobacteria;c__Alphaproteobacteria;o__NA;f__NA;g__NA;s__NA	EC:2.7.7.4: Sulfate adenylyltransferase	27.57790331152105
BB209	p__Proteobacteria;c__Alphaproteobacteria;o__NA;f__NA;g__NA;s__NA	EC:2.7.7.4: Sulfate adenylyltransferase	39.931865418722246
BB190	p__Proteobacteria;c__Gammaproteobacteria;o__NA;f__NA;g__NA;s__NA	EC:3.6.4.12: DNA helicase	18.334942647205004
BB191	p__Proteobacteria;c__Gammaproteobacteria;o__NA;f__NA;g__NA;s__NA	EC:3.6.4.12: DNA helicase	70.31987503312493
BB192	p__Proteobacteria;c__Gammaproteobacteria;o__NA;f__NA;g__NA;s__NA	EC:3.6.4.12: DNA helicase	66.26846702450516
BB195	p__Proteobacteria;c__Gammaproteobacteria;o__NA;f__NA;g__NA;s__NA	EC:3.6.4.12: DNA helicase	42.049611902888586
BB197	p__Proteobacteria;c__Gammaproteobacteria;o__NA;f__NA;g__NA;s__NA	EC:3.6.4.12: DNA helicase	59.12116741236367
BB198	p__Proteobacteria;c__Gammaproteobacteria;o__NA;f__NA;g__NA;s__NA	EC:3.6.4.12: DNA helicase	10.62674053682974
BB200	p__Proteobacteria;c__Gammaproteobacteria;o__NA;f__NA;g__NA;s__NA	EC:3.6.4.12: DNA helicase	82.03724602597731
BB203	p__Proteobacteria;c__Gammaproteobacteria;o__NA;f__NA;g__NA;s__NA	EC:3.6.4.12: DNA helicase	46.00611227143657
BB204	p__Proteobacteria;c__Gammaproteobacteria;o__NA;f__NA;g__NA;s__NA	EC:3.6.4.12: DNA helicase	32.269910596929805
BB207	p__Proteobacteria;c__Gammaproteobacteria;o__NA;f__NA;g__NA;s__NA	EC:3.6.4.12: DNA helicase	53.20979634211223
BB208	p__Proteobacteria;c__Gammaproteobacteria;o__NA;f__NA;g__NA;s__NA	EC:3.6.4.12: DNA helicase	37.69521774029936
BB209	p__Proteobacteria;c__Gammaproteobacteria;o__NA;f__NA;g__NA;s__NA	EC:3.6.4.12: DNA helicase	87.25888286125743
BB190	p__Actinobacteria;c__Actinomycetia;o__NA;f__NA;g__NA;s__NA	EC:2.1.2.11: 3-methyl-2-oxobutanoate hydroxymethyltransferase	62.40802660069175
BB191	p__Actinobacteria;c__Actinomycetia;o__NA;f__NA;g__NA;s__NA	EC:2.1.2.11: 3-methyl-2-oxobutanoate hydroxymethyltransferase	21.05223751651745
BB192	p__Actinobacteria;c__Actinomycetia;o__NA;f__NA;g__NA;s__NA	EC:2.1.2.11: 3-methyl-2-oxobutanoate hydroxymethyltransferase	29.20742673508129
BB195	p__Actinobacteria;c__Actinomycetia;o__NA;f__NA;g__NA;s__NA	EC:2.1.2.11: 3-methyl-2-oxobutanoate hydroxymethyltransferase	62.45318407751184
BB197	p__Actinobacteria;c__Actinomycetia;o__NA;f__NA;g__NA;s__NA	EC:2.1.2.11: 3-methyl-2-oxobutanoate hydroxymethyltransferase	23.29047276961444
BB198	p__Actinobacteria;c__Actinomycetia;o__NA;f__NA;g__NA;s__NA	EC:2.1.2.11: 3-methyl-2-oxobutanoate hydroxymethyltransferase	0.0
BB200	p__Actinobacteria;c__Actinomycetia;o__NA;f__NA;g__NA;s__NA	EC:2.1.2.11: 3-methyl-2-oxobutanoate hydroxymethyltransferase	98.48562818452923
BB203	p__Actinobacteria;c__Actinomycetia;o__NA;f__NA;g__NA;s__NA	EC:2.1.2.11: 3-methyl-2-oxobutanoate hydroxymethyltransferase	79.3952860280336
BB204	p__Actinobacteria;c__Actinomycetia;o__NA;f__NA;g__NA;s__NA	EC:2.1.2.11: 3-methyl-2-oxobutanoate hydroxymethyltransferase	55.562076203654726
BB207	p__Actinobacteria;c__Actinomycetia;o__NA;f__NA;g__NA;s__NA	EC:2.1.2.11: 3-methyl-2-oxobutanoate hydroxymethyltransferase	24.93957798189173
BB208	p__Actinobacteria;c__Actinomycetia;o__NA;f__NA;g__NA;s__NA	EC:2.1.2.11: 3-methyl-2-oxobutanoate hydroxymethyltransferase	90.31304058670432
BB209	p__Actinobacteria;c__Actinomycetia;o__NA;f__NA;g__NA;s__NA	EC:2.1.2.11: 3-methyl-2-oxobutanoate hydroxymethyltransferase	57.93021125233604
BB190	p__Streptophyta;c__Magnoliopsida;o__NA;f__NA;g__NA;s__NA	EC:1.9.3.1: Cytochrome-c oxidase	0.0
BB191	p__Streptophyta;c__Magnoliopsida;o__NA;f__NA;g__NA;s__NA	EC:1.9.3.1: Cytochrome-c oxidase	0.0
BB192	p__Streptophyta;c__Magnoliopsida;o__NA;f__NA;g__NA;s__NA	EC:1.9.3.1: Cytochrome-c oxidase	0.0
BB195	p__Streptophyta;c__Magnoliopsida;o__NA;f__NA;g__NA;s__NA	EC:1.9.3.1: Cytochrome-c oxidase	79.9547580136789
BB197	p__Streptophyta;c__Magnoliopsida;o__NA;f__NA;g__NA;s__NA	EC:1.9.3.1: Cytochrome-c oxidase	79.35588841997587
BB198	p__Streptophyta;c__Magnoliopsida;o__NA;f__NA;g__NA;s__NA	EC:1.9.3.1: Cytochrome-c oxidase	327.6656268572889
BB200	p__Streptophyta;c__Magnoliopsida;o__NA;f__NA;g__NA;s__NA	EC:1.9.3.1: Cytochrome-c oxidase	0.0
BB203	p__Streptophyta;c__Magnoliopsida;o__NA;f__NA;g__NA;s__NA	EC:1.9.3.1: Cytochrome-c oxidase	0.0
BB204	p__Streptophyta;c__Magnoliopsida;o__NA;f__NA;g__NA;s__NA	EC:1.9.3.1: Cytochrome-c oxidase	0.0
BB207	p__Streptophyta;c__Magnoliopsida;o__NA;f__NA;g__NA;s__NA	EC:1.9.3.1: Cytochrome-c oxidase	54.6763544841106
BB208	p__Streptophyta;c__Magnoliopsida;o__NA;f__NA;g__NA;s__NA	EC:1.9.3.1: Cytochrome-c oxidase	51.04525589271133
BB209	p__Streptophyta;c__Magnoliopsida;o__NA;f__NA;g__NA;s__NA	EC:1.9.3.1: Cytochrome-c oxidase	11.537785135807953
BB190	p__Nitrobacteraceae;c__Hyphomicrobiales;o__Alphaproteobacteria;f__Proteobacteria;g__Bradyrhizobium;s__NA	EC:3.4.25.2: HslU--HslV peptidase	27.12407388443661
BB191	p__Nitrobacteraceae;c__Hyphomicrobiales;o__Alphaproteobacteria;f__Proteobacteria;g__Bradyrhizobium;s__NA	EC:3.4.25.2: HslU--HslV peptidase	34.262148005012975
BB192	p__Nitrobacteraceae;c__Hyphomicrobiales;o__Alphaproteobacteria;f__Proteobacteria;g__Bradyrhizobium;s__NA	EC:3.4.25.2: HslU--HslV peptidase	135.844644121396
BB195	p__Nitrobacteraceae;c__Hyphomicrobiales;o__Alphaproteobacteria;f__Proteobacteria;g__Bradyrhizobium;s__NA	EC:3.4.25.2: HslU--HslV peptidase	31.004018044778768
BB197	p__Nitrobacteraceae;c__Hyphomicrobiales;o__Alphaproteobacteria;f__Proteobacteria;g__Bradyrhizobium;s__NA	EC:3.4.25.2: HslU--HslV peptidase	59.014926978614376
BB198	p__Nitrobacteraceae;c__Hyphomicrobiales;o__Alphaproteobacteria;f__Proteobacteria;g__Bradyrhizobium;s__NA	EC:3.4.25.2: HslU--HslV peptidase	97.89779131609625
BB200	p__Nitrobacteraceae;c__Hyphomicrobiales;o__Alphaproteobacteria;f__Proteobacteria;g__Bradyrhizobium;s__NA	EC:3.4.25.2: HslU--HslV peptidase	24.72122006214146
BB203	p__Nitrobacteraceae;c__Hyphomicrobiales;o__Alphaproteobacteria;f__Proteobacteria;g__Bradyrhizobium;s__NA	EC:3.4.25.2: HslU--HslV peptidase	51.91368248207943
BB204	p__Nitrobacteraceae;c__Hyphomicrobiales;o__Alphaproteobacteria;f__Proteobacteria;g__Bradyrhizobium;s__NA	EC:3.4.25.2: HslU--HslV peptidase	0.0
BB207	p__Nitrobacteraceae;c__Hyphomicrobiales;o__Alphaproteobacteria;f__Proteobacteria;g__Bradyrhizobium;s__NA	EC:3.4.25.2: HslU--HslV peptidase	84.99220705952601
BB208	p__Nitrobacteraceae;c__Hyphomicrobiales;o__Alphaproteobacteria;f__Proteobacteria;g__Bradyrhizobium;s__NA	EC:3.4.25.2: HslU--HslV peptidase	11.44948856334494
BB209	p__Nitrobacteraceae;c__Hyphomicrobiales;o__Alphaproteobacteria;f__Proteobacteria;g__Bradyrhizobium;s__NA	EC:3.4.25.2: HslU--HslV peptidase	45.85130092175266
BB190	p__Actinobacteria;c__Actinomycetia;o__NA;f__NA;g__NA;s__NA	EC:2.7.7.3: Pantetheine-phosphate adenylyltransferase	46.75283659620578
BB191	p__Actinobacteria;c__Actinomycetia;o__NA;f__NA;g__NA;s__NA	EC:2.7.7.3: Pantetheine-phosphate adenylyltransferase	106.34592682007184
BB192	p__Actinobacteria;c__Actinomycetia;o__NA;f__NA;g__NA;s__NA	EC:2.7.7.3: Pantetheine-phosphate adenylyltransferase	48.70131644023367
BB195	p__Actinobacteria;c__Actinomycetia;o__NA;f__NA;g__NA;s__NA	EC:2.7.7.3: Pantetheine-phosphate adenylyltransferase	35.50181111513104
BB197	p__Actinobacteria;c__Actinomycetia;o__NA;f__NA;g__NA;s__NA	EC:2.7.7.3: Pantetheine-phosphate adenylyltransferase	81.01896279168123
BB198	p__Actinobacteria;c__Actinomycetia;o__NA;f__NA;g__NA;s__NA	EC:2.7.7.3: Pantetheine-phosphate adenylyltransferase	42.79488809412791
BB200	p__Actinobacteria;c__Actinomycetia;o__NA;f__NA;g__NA;s__NA	EC:2.7.7.3: Pantetheine-phosphate adenylyltransferase	27.752060621583464
BB203	p__Actinobacteria;c__Actinomycetia;o__NA;f__NA;g__NA;s__NA	EC:2.7.7.3: Pantetheine-phosphate adenylyltransferase	85.47331076041696
BB204	p__Actinobacteria;c__Actinomycetia;o__NA;f__NA;g__NA;s__NA	EC:2.7.7.3: Pantetheine-phosphate adenylyltransferase	76.25423860495904
BB207	p__Actinobacteria;c__Actinomycetia;o__NA;f__NA;g__NA;s__NA	EC:2.7.7.3: Pantetheine-phosphate adenylyltransferase	0.0
BB208	p__Actinobacteria;c__Actinomycetia;o__NA;f__NA;g__NA;s__NA	EC:2.7.7.3: Pantetheine-phosphate adenylyltransferase	53.009760469060005
BB209	p__Actinobacteria;c__Actinomycetia;o__NA;f__NA;g__NA;s__NA	EC:2.7.7.3: Pantetheine-phosphate adenylyltransferase	0.0
BB190	p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__NA	EC:6.1.1.11: Serine--tRNA ligase	43.25277005863056
BB191	p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__NA	EC:6.1.1.11: Serine--tRNA ligase	41.943199238027
BB192	p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__NA	EC:6.1.1.11: Serine--tRNA ligase	35.89471736322998
BB195	p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__NA	EC:6.1.1.11: Serine--tRNA ligase	103.44733884780274
BB197	p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__NA	EC:6.1.1.11: Serine--tRNA ligase	56.96606911355728
BB198	p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__NA	EC:6.1.1.11: Serine--tRNA ligase	23.28355495552282
BB200	p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__NA	EC:6.1.1.11: Serine--tRNA ligase	52.43486772409533
BB203	p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__NA	EC:6.1.1.11: Serine--tRNA ligase	59.04857603117957
BB204	p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__NA	EC:6.1.1.11: Serine--tRNA ligase	46.61543012198513
BB207	p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__NA	EC:6.1.1.11: Serine--tRNA ligase	60.74068374972896
BB208	p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__NA	EC:6.1.1.11: Serine--tRNA ligase	27.84875543220706
BB209	p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__NA	EC:6.1.1.11: Serine--tRNA ligase	51.66752432876355
BB190	p__Alphaproteobacteria;c__Proteobacteria;o__Hyphomicrobiales;f__NA;g__NA;s__NA	EC:2.5.1.6: Methionine adenosyltransferase	72.68612740479087
BB191	p__Alphaproteobacteria;c__Proteobacteria;o__Hyphomicrobiales;f__NA;g__NA;s__NA	EC:2.5.1.6: Methionine adenosyltransferase	75.94007541265329
BB192	p__Alphaproteobacteria;c__Proteobacteria;o__Hyphomicrobiales;f__NA;g__NA;s__NA	EC:2.5.1.6: Methionine adenosyltransferase	43.5094879534733
BB195	p__Alphaproteobacteria;c__Proteobacteria;o__Hyphomicrobiales;f__NA;g__NA;s__NA	EC:2.5.1.6: Methionine adenosyltransferase	14.355583185937924
BB197	p__Alphaproteobacteria;c__Proteobacteria;o__Hyphomicrobiales;f__NA;g__NA;s__NA	EC:2.5.1.6: Methionine adenosyltransferase	56.06549610400459
BB198	p__Alphaproteobacteria;c__Proteobacteria;o__Hyphomicrobiales;f__NA;g__NA;s__NA	EC:2.5.1.6: Methionine adenosyltransferase	55.31162541710621
BB200	p__Alphaproteobacteria;c__Proteobacteria;o__Hyphomicrobiales;f__NA;g__NA;s__NA	EC:2.5.1.6: Methionine adenosyltransferase	104.9052964360105
BB203	p__Alphaproteobacteria;c__Proteobacteria;o__Hyphomicrobiales;f__NA;g__NA;s__NA	EC:2.5.1.6: Methionine adenosyltransferase	48.73307820325272
BB204	p__Alphaproteobacteria;c__Proteobacteria;o__Hyphomicrobiales;f__NA;g__NA;s__NA	EC:2.5.1.6: Methionine adenosyltransferase	16.190673259239187
BB207	p__Alphaproteobacteria;c__Proteobacteria;o__Hyphomicrobiales;f__NA;g__NA;s__NA	EC:2.5.1.6: Methionine adenosyltransferase	39.76733809564204
BB208	p__Alphaproteobacteria;c__Proteobacteria;o__Hyphomicrobiales;f__NA;g__NA;s__NA	EC:2.5.1.6: Methionine adenosyltransferase	32.00090868244251
BB209	p__Alphaproteobacteria;c__Proteobacteria;o__Hyphomicrobiales;f__NA;g__NA;s__NA	EC:2.5.1.6: Methionine adenosyltransferase	42.97014704951447
BB190	p__Proteobacteria;c__Alphaproteobacteria;o__NA;f__NA;g__NA;s__NA	EC:6.1.1.9: Valine--tRNA ligase	55.762406766854106
BB191	p__Proteobacteria;c__Alphaproteobacteria;o__NA;f__NA;g__NA;s__NA	EC:6.1.1.9: Valine--tRNA ligase	142.33805374627585
BB192	p__Proteobacteria;c__Alphaproteobacteria;o__NA;f__NA;g__NA;s__NA	EC:6.1.1.9: Valine--tRNA ligase	71.30210385168661
BB195	p__Proteobacteria;c__Alphaproteobacteria;o__NA;f__NA;g__NA;s__NA	EC:6.1.1.9: Valine--tRNA ligase	12.828841680145253
BB197	p__Proteobacteria;c__Alphaproteobacteria;o__NA;f__NA;g__NA;s__NA	EC:6.1.1.9: Valine--tRNA ligase	44.22934808885695
BB198	p__Proteobacteria;c__Alphaproteobacteria;o__NA;f__NA;g__NA;s__NA	EC:6.1.1.9: Valine--tRNA ligase	29.106471636746747
BB200	p__Proteobacteria;c__Alphaproteobacteria;o__NA;f__NA;g__NA;s__NA	EC:6.1.1.9: Valine--tRNA ligase	42.17781833492165
BB203	p__Proteobacteria;c__Alphaproteobacteria;o__NA;f__NA;g__NA;s__NA	EC:6.1.1.9: Valine--tRNA ligase	62.86282252830029
BB204	p__Proteobacteria;c__Alphaproteobacteria;o__NA;f__NA;g__NA;s__NA	EC:6.1.1.9: Valine--tRNA ligase	49.84864122987459
BB207	p__Proteobacteria;c__Alphaproteobacteria;o__NA;f__NA;g__NA;s__NA	EC:6.1.1.9: Valine--tRNA ligase	33.1740514725676
BB208	p__Proteobacteria;c__Alphaproteobacteria;o__NA;f__NA;g__NA;s__NA	EC:6.1.1.9: Valine--tRNA ligase	17.168596108974484
BB209	p__Proteobacteria;c__Alphaproteobacteria;o__NA;f__NA;g__NA;s__NA	EC:6.1.1.9: Valine--tRNA ligase	41.31465918802898
BB190	p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__NA;g__NA;s__NA	EC:2.1.1.74: (FADH(2)-oxidizing)	65.86198211480294
BB191	p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__NA;g__NA;s__NA	EC:2.1.1.74: (FADH(2)-oxidizing)	51.440463852407454
BB192	p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__NA;g__NA;s__NA	EC:2.1.1.74: (FADH(2)-oxidizing)	35.95639189428544
BB195	p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__NA;g__NA;s__NA	EC:2.1.1.74: (FADH(2)-oxidizing)	42.772512242130496
BB197	p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__NA;g__NA;s__NA	EC:2.1.1.74: (FADH(2)-oxidizing)	65.3005458376085
BB198	p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__NA;g__NA;s__NA	EC:2.1.1.74: (FADH(2)-oxidizing)	71.02062433801903
BB200	p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__NA;g__NA;s__NA	EC:2.1.1.74: (FADH(2)-oxidizing)	39.16994940222039
